RadDecay Generated Info of: PHOTONS.REC
Probability, Energy(MeV), Nuclide
0.045198	0.739100	Ba-141  
0.001021	0.753900	Ba-141  
0.001458	0.762200	Ba-141  
0.001118	0.778200	Ba-141  
0.001021	0.805400	Ba-141  
0.003451	0.826340	Ba-141  
0.015989	0.831720	Ba-141  
0.001701	0.832600	Ba-141  
0.001555	0.867900	Ba-141  
0.035964	0.876290	Ba-141  
0.002090	0.880600	Ba-141  
0.001312	0.908800	Ba-141  
0.007339	0.929470	Ba-141  
0.007679	0.943250	Ba-141  
0.008213	0.981630	Ba-141  
0.001312	0.996600	Ba-141  
0.001069	1.012300	Ba-141  
0.003110	1.034500	Ba-141  
0.001021	1.040400	Ba-141  
0.003645	1.046300	Ba-141  
0.002333	1.094000	Ba-141  
0.002527	1.160800	Ba-141  
0.009720	1.160800	Ba-141  
0.048600	1.197500	Ba-141  
0.004325	1.224800	Ba-141  
0.001507	1.235500	Ba-141  
0.008651	1.264200	Ba-141  
0.005443	1.273600	Ba-141  
0.006950	1.278200	Ba-141  
0.002479	1.309100	Ba-141  
0.006318	1.311200	Ba-141  
0.009963	1.323700	Ba-141  
0.002333	1.345300	Ba-141  
0.001652	1.357500	Ba-141  
0.007436	1.377000	Ba-141  
0.002867	1.405600	Ba-141  
0.008699	1.436800	Ba-141  
0.007144	1.458600	Ba-141  
0.003256	1.501800	Ba-141  
0.003256	1.550600	Ba-141  
0.002673	1.568800	Ba-141  
0.007873	1.654000	Ba-141  
0.014143	1.682400	Ba-141  
0.001798	1.713200	Ba-141  
0.001944	1.735600	Ba-141  
0.003305	1.740800	Ba-141  
0.005103	1.795900	Ba-141  
0.001361	1.912700	Ba-141  
0.001944	1.990300	Ba-141  
0.003985	2.026600	Ba-141  
0.001166	2.136700	Ba-141  
0.001652	2.164700	Ba-141  
0.001021	2.278900	Ba-141  
0.001944	2.469000	Ba-141  
0.017302	1.252000	Ba-141  
0.038376	0.004650	Ba-142  
0.055450	0.033034	Ba-142  
0.102120	0.033442	Ba-142  
0.037501	0.037800	Ba-142  
0.003560	0.069400	Ba-142  
0.008900	0.076800	Ba-142  
0.096120	0.077600	Ba-142  
0.009256	0.122890	Ba-142  
0.005162	0.154220	Ba-142  
0.001068	0.162000	Ba-142  
0.014774	0.176820	Ba-142  
0.001958	0.216300	Ba-142  
0.002670	0.222600	Ba-142  
0.101460	0.231520	Ba-142  
0.001602	0.242700	Ba-142  
0.178000	0.255120	Ba-142  
0.006764	0.269330	Ba-142  
0.001780	0.283900	Ba-142  
0.009256	0.286200	Ba-142  
0.022606	0.309020	Ba-142  
0.012460	0.334800	Ba-142  
0.002492	0.337100	Ba-142  
0.001424	0.346700	Ba-142  
0.039160	0.363800	Ba-142  
0.004628	0.379100	Ba-142  
0.003382	0.417800	Ba-142  
0.049840	0.425030	Ba-142  
0.009790	0.432300	Ba-142  
0.003026	0.434400	Ba-142  
0.002136	0.448100	Ba-142  
0.003916	0.457300	Ba-142  
0.003026	0.473400	Ba-142  
0.001068	0.488300	Ba-142  
0.002314	0.513300	Ba-142  
0.001068	0.537500	Ba-142  
0.003026	0.558300	Ba-142  
0.002492	0.590700	Ba-142  
0.016020	0.599840	Ba-142  
0.003204	0.604200	Ba-142  
0.006052	0.769400	Ba-142  
0.002492	0.786400	Ba-142  
0.002136	0.792200	Ba-142  
0.004094	0.823400	Ba-142  
0.030260	0.840230	Ba-142  
0.110360	0.894900	Ba-142  
0.089000	0.948750	Ba-142  
0.078320	1.000900	Ba-142  
0.004806	1.032800	Ba-142  
0.092560	1.078500	Ba-142  
0.022072	1.093600	Ba-142  
0.003026	1.122600	Ba-142  
0.015308	1.126500	Ba-142  
0.003916	1.148300	Ba-142  
0.053400	1.202200	Ba-142  
0.137060	1.204100	Ba-142  
0.001602	1.283400	Ba-142  
0.033998	1.379900	Ba-142  
0.001602	0.685100	Ba-142  
0.104200	0.477590	Be-7    
0.489380	0.010600	Bi-206  
0.320540	0.072804	Bi-206  
0.541460	0.074969	Bi-206  
0.240500	0.084900	Bi-206  
0.158220	0.184020	Bi-206  
0.002413	0.234260	Bi-206  
0.030161	0.262710	Bi-206  
0.003590	0.313670	Bi-206  
0.234370	0.343510	Bi-206  
0.005162	0.386200	Bi-206  
0.107390	0.398000	Bi-206  
0.001563	0.452840	Bi-206  
0.153080	0.497060	Bi-206  
0.407430	0.516180	Bi-206  
0.304580	0.537450	Bi-206  
0.001117	0.576360	Bi-206  
0.004846	0.581970	Bi-206  
0.057554	0.620480	Bi-206  
0.044698	0.632250	Bi-206  
0.019086	0.657160	Bi-206  
0.001572	0.739240	Bi-206  
0.005271	0.754960	Bi-206  
0.005360	0.784580	Bi-206  
0.988900	0.803100	Bi-206  
0.001859	0.841280	Bi-206  
0.661570	0.881010	Bi-206  
0.156540	0.895120	Bi-206  
0.075948	1.018600	Bi-206  
0.134980	1.098300	Bi-206  
0.001108	1.142400	Bi-206  
0.002769	1.194700	Bi-206  
0.001048	1.202600	Bi-206  
0.002818	1.332300	Bi-206  
0.014339	1.405000	Bi-206  
0.001760	1.496200	Bi-206  
0.003778	1.560300	Bi-206  
0.003036	1.565300	Bi-206  
0.050137	1.595300	Bi-206  
0.318430	1.718700	Bi-206  
0.005686	1.844500	Bi-206  
0.020075	1.878700	Bi-206  
0.003491	1.903600	Bi-206  
0.001295	2.599600	Bi-206  
0.012440	0.928730	Bi-206  
0.358960	0.010600	Bi-207  
0.217810	0.072804	Bi-207  
0.367920	0.074969	Bi-207  
0.163420	0.084900	Bi-207  
0.977200	0.569670	Bi-207  
0.001466	0.897830	Bi-207  
0.748540	1.063600	Bi-207  
0.001466	1.442200	Bi-207  
0.068404	1.770200	Bi-207  
0.000009	0.328200	Bi-207  
0.310150	0.010600	Bi-208  
0.123160	0.072804	Bi-208  
0.208040	0.074969	Bi-208  
0.092403	0.084900	Bi-208  
0.998000	2.614700	Bi-208  
0.010471	0.010300	Bi-211  
0.007471	0.070832	Bi-211  
0.012663	0.072871	Bi-211  
0.005597	0.082600	Bi-211  
0.129450	0.351070	Bi-211  
